"time_id","date_time","tweet_text","tweet_id"
"201812070515","12/7/2018 12:15","...the lying and leaking by the people doing the report &amp; also bruce ohr (and his lovely wife molly) comey brennan clapper &amp; all of the many fired people of the fbi be listed in the report? will the corruption within the dnc &amp; clinton campaign be exposed?..and so much more!",228
"201812070440","12/7/2018 11:40",".....overturned 9-0 in the united states supreme court. doing same thing to people now. will all of the substantial &amp; many contributions made by the 17 angry democrats to the campaign of crooked hillary be listed in top of report. will the people that worked for the clinton....",230
"201812061727","12/7/2018 0:27","does the fake news media ever mention the fact that republicans with the very important help of my campaign rallies won the united states senate 53 to 47? all i hear is that the open border dems won the house. senate alone approves judges &amp; others. big republican win!",238
"201812050619","12/5/2018 13:19","very strong signals being sent by china once they returned home from their long trip including stops from argentina. not to sound naive or anything but i believe president xi meant every word of what he said at our long and hopefully historic meeting. all subjects discussed!",247
"201811300252","11/30/2018 9:52","oh i get it! i am a very good developer happily living my life when i see our country going in the wrong direction (to put it mildly). against all odds i decide to run for president &amp; continue to run my business-very legal &amp; very cool talked about it on the campaign trail...",285
"201811290437","11/29/2018 11:37","general motors is very counter to what other auto and other companies are doing. big steel is opening and renovating plants all over the country. auto companies are pouring into the u.s. including bmw which just announced a major new plant. the u.s.a. is booming!",302
"201811271205","11/27/2018 19:05","very disappointed with general motors and their ceo mary barra for closing plants in ohio michigan and maryland. nothing being closed in mexico &amp; china. the u.s. saved general motors and this is the thanks we get! we are now looking at cutting all @gm subsidies including....",313
"201811271205","11/27/2018 19:05","....for electric cars. general motors made a big china bet years ago when they built plants there (and in mexico) - don’t think that bet is going to pay off. i am here to protect america’s workers!",314
"201811260744","11/26/2018 14:44","....hundreds of people closely involved with my campaign who never met saw or spoke to a russian during this period? so many campaign workers people inside from the beginning ask me why they have not been called (they want to be). there was no collusion &amp; mueller knows it!",324
"201811250530","11/25/2018 12:30","i will be in gulfport and tupelo mississippi on monday night doing two rallies for senator hyde-smith who has a very important election on tuesday. she is an outstanding person who is strong on the border crime military our great vets healthcare &amp; the 2nd a. needed in d.c.",336
"201811182119","11/20/2018 4:19","i hope the discovery and eventual recovery of the argentine submarine san juan brings needed closure to the wonderful families of those brave missing sailors. i look forward to hearing more from my friend president @mauriciomacri in argentina later this month.",365
"201811181259","11/18/2018 19:59","from day one rick scott never wavered. he was a great governor and will be even a greater senator in representing the people of florida. congratulations to rick on having waged such a courageous and successful campaign!",370
"201811150759","11/15/2018 14:59","the only “collusion” is that of the democrats with russia and many others. why didn’t the fbi take the server from the dnc? they still don’t have it. check out how biased facebook google and twitter are in favor of the democrats. that’s the real collusion!",394
"201811131403","11/13/2018 21:03","today we gathered for diwali a holiday observed by buddhists sikhs and jains throughout the united states &amp; around the world. hundreds of millions of people have gathered with family &amp; friends to light the diya and to mark the beginning of a new year. https://t.co/ephogpty1a https://t.co/9luwnhngwj",406
"201811131333","11/13/2018 20:33","today we gathered for diwali a holiday observed by buddhists sikhs and jains throughout the united states &amp; around the world. hundreds of millions of people have gathered with family &amp; friends to light the diya and to mark the beginning of a new year. https://t.co/a1qrfapm37 https://t.co/lkrtr0ncql",407
"201811121121","11/12/2018 18:21","hopefully saudi arabia and opec will not be cutting oil production. oil prices should be much lower based on supply!",418
"201811121113","11/12/2018 18:13","american cable association has big problems with comcast. they say that comcast routinely violates antitrust laws. “these guys are acting much worse and have much more potential for damage to consumers than anything at&amp;t-time warner would do.” charlie gasparino",419
"201811070455","11/7/2018 11:55","ron desantis showed great courage in his hard fought campaign to become the governor of florida. congratulations to ron and family!",462
"201811052349","11/7/2018 6:49",".@davidasmanfox  “how do the democrats respond to this? think of how his position with republicans improves-all the candidates who won tonight. they realize how important he is because of what he did in campaigning for them. they owe him their political career.” thanks i agree!",464
"201811052327","11/7/2018 6:27","“there’s only been 5 times in the last 105 years that an incumbent president has won seats in the senate in the off year election. mr. trump has magic about him. this guy has magic coming out of his ears. he is an astonishing vote getter &amp; campaigner. the republicans are.........",466
"201811051914","11/6/2018 2:14","you have been loyal and faithful to your country and now you have a president that is loyal and faithful to you. get out tomorrow and https://t.co/hfihperfgz! https://t.co/fr6hlma7y6",478
"201811051802","11/6/2018 1:02","thank you indiana! a vote for mike @braun4indiana is a vote to keep your jobs going up your wages going up and your healthcare costs coming down. it’s a vote to keep your families safe &amp; to keep criminals traffickers &amp; drug dealers out of our country! get out and for for mike! https://t.co/3ae7wchzej",482
"201811050613","11/5/2018 13:13",".@debbiestabenow voted against tax cuts great healthcare supreme court justices and all of the many things the people of michigan wanted and need. she is an automatic far left vote controlled by her bosses. john james can be a truly great senator!",494
"201811041900","11/5/2018 2:00","in just 2 days the people of tennessee are going to elect @votemarsha blackburn to the united states senate to protect your jobs defend your borders and continue making america great again! get out on tuesday and vote for marsha! https://t.co/bjhmitntmo",497
"201811031405","11/3/2018 21:05","rumor has it that senator joe donnelly of indiana is paying for facebook ads for his so-called opponent on the libertarian ticket. donnelly is trying to steal the election? isn’t that what russia did!?",512
"201811031338","11/3/2018 20:38","if chuck schumer and nancy pelosi gain the majority they will try to raise your taxes restore job-killing regulations shut down your coal mines and timber mills take away your healthcare impose socialism and erase your borders. vote for @mattformontana and @gregformontana! https://t.co/adncqky7qd",514
"201811021551","11/2/2018 22:51","just landed - will see everyone in southport indiana shortly! #magarally🇺🇸 https://t.co/zmapqs70cg",529
"201810311843","11/1/2018 1:43","fantastic evening in florida with great patriots at a beautiful #magarally. get out and https://t.co/0pwiwcq4mh so we can continue making america safe &amp; great again! https://t.co/c3fqredzfu https://t.co/vrmamhphl3",546
"201810311753","11/1/2018 0:53","thank you florida! get out and vote republican! #maga🇺🇸https://t.co/v3hpkopbik",547
"201810300553","10/30/2018 12:53","“if the fed backs off and starts talking a little more dovish i think we’re going to be right back to our 2800 to 2900 target range that we’ve had for the s&amp;p 500.” scott wren wells fargo.",567
"201810261758","10/27/2018 0:58","fantastic evening in charlotte north carolina with great patriots. get out and vote for @buddforcongress and @markharrisnc9! https://t.co/0pwiwchgbh #magarally replay: https://t.co/bkvtylqdve https://t.co/o1qizsw4cu",608
"201810261422","10/26/2018 21:22","it was my great honor thank you! https://t.co/u2nt1hpavv",610
"201810261059","10/26/2018 17:59","i want to applaud the fbi secret service department of justice the u.s. attorneys’ office for the southern district of new york the nypd and all law enforcement partners across the country for their incredible work skill and determination!",613
"201810251322","10/25/2018 20:22",".@lloydsmuckerpa is doing a great job for the people of pennsylvania. he is strong on the border crime the military our vets and the 2nd amendment. lloyd has my total endorsement!",625
"201810251131","10/25/2018 18:31","to those in the caravan turnaround we are not letting people into the united states illegally. go back to your country and if you want apply for citizenship like millions of others are doing!",631
"201810221823","10/23/2018 1:23","https://t.co/flkquv9mnx",658
"201810211548","10/21/2018 22:48","facebook has just stated that they are setting up a system to “purge” themselves of fake news. does that mean cnn will finally be put out of business?",673
"201810211211","10/21/2018 19:11","full efforts are being made to stop the onslaught of illegal aliens from crossing our souther border. people have to apply for asylum in mexico first and if they fail to do that the u.s. will turn them away. the courts are asking the u.s. to do things that are not doable!",676
"201810191647","10/19/2018 23:47","this is what it is all about for the republican party! #jobsnotmobs https://t.co/8oabccpec5",691
"201810181304","10/18/2018 20:04","can you believe this and what democrats are allowing to be done to our country? https://t.co/4adpaskjiu",705
"201810171236","10/17/2018 19:36","congressman neal dunn (@dunncampaign) of florida has done an outstanding job at everything having to do with #maga. now working hard on hurricane relief and rebuild. strong on crime strong on borders loves our military and our vets. neal has my highest endorsement!",717
"201810171224","10/17/2018 19:24","college educated women want safety security and healthcare protections – very much along with financial and economic health for themselves and our country. i supply all of this far better than any democrat (for decades actually). that’s why they will be voting for me!",718
"201810141106","10/14/2018 18:06","will be interviewed tonight by @lesleyrstahl on @60minutes @cbsnews at 7:30 p.m. eastern. enjoy! https://t.co/eutap0u0uh",763
"201810121210","10/12/2018 19:10","don’t miss our great @flotus melania on @abc @abc2020 tonight at 10pme. enjoy!",782
"201810100601","10/10/2018 13:01","despite so many positive events and victories media reseach center reports that 92% of stories on donald trump are negative on abc cbs and abc. it is fake news! don’t worry the failing new york times didn’t even put the brett kavanaugh victory on the front page yesterday-a17!",801
"201810091208","10/9/2018 19:08","“president donald j. trump approves florida emergency declaration” https://t.co/tntdcvs41w",807
"201810061315","10/6/2018 20:15","i applaud and congratulate the u.s. senate for confirming our great nominee judge brett kavanaugh to the united states supreme court. later today i will sign his commission of appointment and he will be officially sworn in. very exciting!",830
"201810050606","10/5/2018 13:06","just out: 3.7% unemployment is the lowest number since 1969!",835
"201810021118","10/2/2018 18:18","“usmca wins praise as a victory for american industries and workers”➡️https://t.co/uwhphnxiil https://t.co/ebvv0nxxrt",866
"201809301047","9/30/2018 17:47","so if african-american unemployment is now at the lowest number in history median income the highest and you then add all of the other things i have done how do democrats who have done nothing for african-americans but talk win the black vote?  and it will only get better!",881
"201809260357","9/26/2018 10:57","jobless claims fell to their lowest level in 49 years!",895
"201809210614","9/21/2018 13:14","i have no doubt that if the attack on dr. ford was as bad as she says charges would have been immediately filed with local law enforcement authorities by either her or her loving parents. i ask that she bring those filings forward so that we can learn  date time and place!",941
"201809190434","9/19/2018 11:34","“the recovery got started on election day 2016. it took trump’s tax cuts and regulation cuts to get the economy booming. before that it was the worst and slowest economic recovery since the great depression. it took just 6 months for trump to get to 3% even though they said.....",966
"201809180545","9/18/2018 12:45","....campaign which is unprecedented in our history.” congressman peter king  really bad things were happening but they are now being exposed. big stuff!",979
"201809171110","9/17/2018 18:10","americans deserve to know the lowest drug price at their pharmacy but “gag clauses” prevent your pharmacist from telling you! i support legislation that will remove gag clauses and urge the senate to act. #americanpatientsfirst",987
"201809160720","9/16/2018 14:20","the illegal mueller witch hunt continues in search of a crime. there was never collusion with russia except by the clinton campaign so the 17 angry democrats are looking at anything they can find. very unfair and bad for the country. also not allowed under the law!",999
"201809131026","9/13/2018 17:26","i was just briefed on hurricane florence. fema first responders and law enforcement are supplied and ready. we are with you! https://t.co/mp7icn0yzl https://t.co/a8kq0lcosd",1023
"201809120358","9/12/2018 10:58","hurricane florence is looking even bigger than anticipated. it will be arriving soon. fema first responders and law enforcement are supplied and ready. be safe!",1039
"201809110408","9/11/2018 11:08","“we have found nothing to show collusion between president trump &amp; russia absolutely zero but every day we get more documentation showing collusion between the fbi &amp; doj the hillary campaign foreign spies &amp; russians incredible.” @saracarterdc @loudobbs",1055
"201809101452","9/10/2018 21:52","was just briefed via phone by @dhsgov @secnielsen and @fema @fema_brock along with @vp mike pence and chief of staff john kelly on incoming storm which is very dangerous. heed the directions of your state and local officials - and know that we are here for you. be safe! https://t.co/sn8d5nvrba",1059
"201809090742","9/9/2018 14:42","wow nfl first game ratings are way down over an already really bad last year comparison. viewership declined 13% the lowest in over a decade. if the players stood proudly for our flag and anthem and it is all shown on broadcast maybe ratings could come back? otherwise worse!",1075
"201809090649","9/9/2018 13:49","“ford has abruptly killed a plan to sell a chinese-made small vehicle in the u.s. because of the prospect of higher u.s. tariffs.” cnbc.  this is just the beginning. this car can now be built in the u.s.a. and ford will pay no tariffs!",1078
"201809080845","9/8/2018 15:45","apple prices may increase because of the massive tariffs we may be imposing on china - but there is an easy solution where there would be zero tax and indeed a tax incentive. make your products in the united states instead of china. start building new plants now. exciting! #maga",1087
"201809070356","9/7/2018 10:56","what was nike thinking?",1096
"201809060709","9/6/2018 14:09","“the record is quite remarkable. the president has faithfully followed the agenda he campaigned on in 2016. people should focus on the results and they’re extraordinary!”  james freeman - wall street journal",1103
"201809050639","9/5/2018 13:39","just like the nfl whose ratings have gone way down nike is getting absolutely killed with anger and boycotts. i wonder if they had any idea that it would be this way? as far as the nfl is concerned i just find it hard to watch and always will until they stand for the flag!",1115
"201809030428","9/3/2018 11:28","happy labor day! our country is doing better than ever before with unemployment setting record lows. the u.s. has tremendous upside potential as we go about fixing some of the worst trade deals ever made by any country in the world. big progress being made!",1143
"201809020637","9/2/2018 13:37","....the fact is that african/american unemployment is now the lowest in the history of our country. same with asian hispanic and almost every other group. the democrats have been all talk and no action. my administration has already produced like no other and everyone sees it!",1145
"201809011801","9/2/2018 1:01","“no information was ever given by the trump team to russia yet the hillary clinton campaign paid for information from kremlin sources and just washed it through an intermediary christopher steele.”  jesse waters",1148
"201809010526","9/1/2018 12:26","report: there were no fisa hearings held over spy documents.”it is astonishing that the fisa courts couldn’t hold hearings on spy warrants targeting donald trump. it isn’t about carter page it’s about the trump campaign. you’ve got corruption at the doj &amp; fbi. the leadership....",1160
"201808311935","9/1/2018 2:35","the abc/washington post poll was by far the least accurate one 2 weeks out from the 2016 election. i call it a suppression poll - but by election day they brought us out of shame to about even. they will never learn!",1165
"201808301130","8/30/2018 18:30","kevin stitt ran a great winning campaign against a very tough opponent in oklahoma. kevin is a very successful businessman who will be a fantastic governor. he is strong on crime &amp; borders the 2nd amendment &amp; loves our military &amp; vets. he has my complete and total endorsement!",1173
"201808300649","8/30/2018 13:49","will be going to evansville indiana tonight for a big crowd rally with mike braun a very successful businessman who is campaigning to be indiana’s next u.s. senator. he is strong on crime &amp; borders the 2nd amendment and loves our military &amp; vets. will be a big night!",1175
"201808291843","8/30/2018 1:43","“ohr told the fbi it (the fake dossier) wasn’t true it was a lie and the fbi was determined to use it anyway to damage trump and to perpetrate a fraud on the court to spy on the trump campaign. this is a fraud on the court. the chief justice of the u.s. supreme court is in......",1188
"201808290512","8/29/2018 12:12","“the obama people did something that’s never been done...they spied on a rival presidential campaign. would it be ok if trump did it next? i am losing faith that our system is on the level. i’m beginning to think it is rotten &amp; corrupt. scary stuff obama did.” @tuckercarlson  doj",1204
"201808280802","8/28/2018 15:02","....results on “trump news” are from national left-wing media very dangerous. google &amp; others are suppressing voices of conservatives and hiding information and news that is good. they are controlling what we can &amp; cannot see. this is a very serious situation-will be addressed!",1216
"201808280802","8/28/2018 15:02","google search results for “trump news” shows only the viewing/reporting of fake news media. in other words they have it rigged for me &amp; others so that almost all stories &amp; news is bad. fake cnn is prominent. republican/conservative &amp; fair media is shut out. illegal? 96% of....",1217
"201808280257","8/28/2018 9:57","nasdaq has just gone above 8000 for the first time in history!",1219
"201808280254","8/28/2018 9:54","“president trump has done more for minority groups in this country than any president in decades.”  @loudobbs",1220
"201808280234","8/28/2018 9:34","....results on “trump news” are from national left-wing media very dangerous. google &amp; others are suppressing voices of conservatives and hiding information and news that is good. they are controlling what we can &amp; cannot see. this is a very serious situation-will be addressed!",1221
"201808280224","8/28/2018 9:24","google search results for “trump news” shows only the viewing/reporting of fake new media. in other words they have it rigged for me &amp; others so that almost all stories &amp; news is bad. fake cnn is prominent. republican/conservative &amp; fair media  is shut out. illegal?  96% of...",1222
"201808270557","8/27/2018 12:57","thank you to the great @jimbrownnfl32 perhaps the greatest running back of all time for your wonderful words and support. since our meeting in new york african-american unemployment has reached the lowest level in history. you get it!",1231
"201808240328","8/24/2018 10:28","....fisa abuse christopher steele &amp; his phony and corrupt dossier the clinton foundation illegal surveillance of trump campaign russian collusion by dems - and so much more. open up the papers &amp; documents without redaction? come on jeff you can do it the country is waiting!",1257
"201808221756","8/23/2018 0:56","the only thing that i have done wrong is to win an election that was expected to be won by crooked hillary clinton and the democrats. the problem is they forgot to campaign in numerous states!",1272
"201808220637","8/22/2018 13:37","michael cohen plead guilty to two counts of campaign finance violations that are not a crime. president obama had a big campaign finance violation and it was easily settled!",1281
"201808220621","8/22/2018 13:21","i feel very badly for paul manafort and his wonderful family. “justice” took a 12 year old tax case among other things applied tremendous pressure on him and unlike michael cohen he refused to “break” - make up stories in order to get a “deal.” such respect for a brave man!",1283
"201808210715","8/21/2018 14:15","bill deblasio the high taxing mayor of nyc just stole my campaign slogan: promises made  promises kept! that’s not at all nice. no imagination! @foxandfriends",1290
"201808202040","8/21/2018 3:40","will be going to the great state of west virginia on tuesday night to campaign &amp; do a rally speech for a hard working and spectacular person a.g. patrick morrisey who is running for the u.s. senate. patrick has great energy &amp; stamina-i need his vote to maga. total endorsement!",1297
"201808161854","8/17/2018 1:54","“director brennan’s recent statements purport to know as fact that the trump campaign colluded with a foreign power. if director brennan’s statement is based on intelligence he received while leading the cia why didn’t he include it in the intelligence community assessment......",1344
"201808151931","8/16/2018 2:31","mark levin “when they had power they didn’t stop the russians the chinese the north koreans they funded the iranians &amp; are responsible for the greatest scandal in american history by interfering with our election &amp; trying to undermine the trump campaign and trump presidency.”",1360
"201808151134","8/15/2018 18:34","chuck schumer i agree! https://t.co/kfolkqu5hv",1365
"201808150715","8/15/2018 14:15","“the action (the strzok firing) was a decisive step in the right direction in correcting the wrongs committed by what has been described as comey’s skinny inner circle.”  chris swecker former fbi assistant director.",1368
"201808140615","8/14/2018 13:15","lou dobbs: “this cannot go forward...this special counsel with all of his conflicts with his 17 angry democrats without any evidence of collusion by the trump campaign and russia. the dems are the ones who should be investigated.” thank you lou so true!",1382
"201808140421","8/14/2018 11:21","lou dobbs: “this cannot go forward...this special councel with all of his conflicts with his 17 angry democrats without any evidence of collusion by the trump campaign and russia. the dems are the ones who should be investigated.” thank you lou so true!",1389
"201808131837","8/14/2018 1:37","https://t.co/gm9ke8chps",1395
"201808120557","8/12/2018 12:57","many @harleydavidson owners plan to boycott the company if manufacturing moves overseas. great! most other companies are coming in our direction including harley competitors. a really bad move! u.s. will soon have a level playing field or better.",1411
"201808111154","8/11/2018 18:54","....do you believe nelly worked for fusion and her husband still works for the department of “justice.” i have never seen anything so rigged in my life. our a.g. is scared stiff and missing in action. it is all starting to be revealed - not pretty. ig report soon?  witch hunt!",1416
"201808110641","8/11/2018 13:41","i am proud to have fought for and secured the lowest african american and hispanic unemployment rates in history. now i’m pushing for prison reform to give people who have paid their debt to society a second chance. i will never stop fighting for all americans!",1418
"201808110617","8/11/2018 13:17","why isn’t the fbi giving andrew mccabe text messages  to judicial watch or appropriate governmental authorities. fbi said they won’t give up even one (i may have to get involved do not destroy). what are they hiding? mccabe wife took big campaign dollars from hillary people.....",1421
"201808110535","8/11/2018 12:35","why isn’t the fbi giving andrew mccabe text massages to judicial watch or appropriate governmental authorities. fbi said they won’t give up even one (i may have to get involved do not destroy). what are they hiding? mccabe wife took big campaign dollars from hillary people......",1423
"201808101558","8/10/2018 22:58","thank you to kanye west and the fact that he is willing to tell the truth. one new and great fact - african american unemployment is the lowest ever recorded in the history of our country. so honored by this. thank you kanye for your support. it is making a big difference!",1425
"201808101547","8/10/2018 22:47","had a very good phone call with @emmanuelmacron president of france. discussed various subjects in particular security and trade. many other calls and conversations today. looking forward to dinner tonight with tim cook of apple. he is investing big dollars in u.s.a.",1426
"201808100532","8/10/2018 12:32",".....be happy be cool! a football game that fans are paying soooo much money to watch and enjoy is no place to protest. most of that money goes to the players anyway. find another way to protest. stand proudly for your national anthem or be suspended without pay!",1429
"201808100518","8/10/2018 12:18","the nfl players are at it again - taking a knee when they should be standing proudly for the national anthem. numerous players from different teams wanted to show their “outrage” at something that most of them are unable to define. they make a fortune doing what they love......",1430
"201808090622","8/9/2018 13:22","“there has been no evidence whatsoever that donald trump or the campaign was involved in any kind of collusion to fix the 2016 election. in fact the evidence is the opposite that hillary clinton &amp; the democrats colluded with the russians to fix the 2016 election.” @grahamledger",1437
"201808080825","8/8/2018 15:25","as long as i campaign and/or support senate and house candidates (within reason) they will win! i love the people &amp; they certainly seem to like the job i’m doing. if i find the time in between china iran the economy and much more which i must we will have a giant red wave!",1440
"201808080814","8/8/2018 15:14","the republicans have now won 8 out of 9 house seats yet if you listen to the fake news media you would think we are being clobbered. why can’t they play it straight so unfair to the republican party and in particular your favorite president!",1441
"201808040549","8/4/2018 12:49","will be going to ohio tonight to campaign for troy balderson for the big congressional special election on tuesday. early voting is on. troy is strong on crime the border &amp; loves our military vets &amp; 2nd amendment. his opponent is a puppet of nancy pelosi/high taxes.",1479
"201808032001","8/4/2018 3:01","congratulations to gregg jarrett on his book “the russia hoax the illicit scheme to clear hillary clinton and frame donald trump” going to #1 on @nytimes and amazon. it is indeed a hoax and witch hunt illegally started by people who have already been disgraced. great book!",1482
"201808031543","8/3/2018 22:43","nasa which is making a big comeback under the trump administration has just named 9 astronauts for boeing and spacex space flights. we have the greatest facilities in the world and we are now letting the private sector pay to use them. exciting things happening. space force!",1486
"201808031500","8/3/2018 22:00","marsha blackburn had a big win last night in the tennessee primary for u.s. senate. she is an outstanding person &amp; great supporter of mine. congratulations marsha we need you very badly in the senate to vote for our agenda. your next opponent will vote against all we are doing!",1488
"201808031039","8/3/2018 17:39","congratulations marsha! https://t.co/jsmiowfbxa",1490
"201808030721","8/3/2018 14:21","congratulations to bill lee of tennessee on his big primary win for governor last night.  he ran a great campaign and now will finish off the job in november. bill has my total and enthusiastic endorsement!",1491
"201808021208","8/2/2018 19:08","looking forward to being in the great state of ohio on saturday night where i will be campaigning hard for a truly talented future congressman @troy_balderson. see you all then! tickets: https://t.co/8uoykai8uf https://t.co/jhdtay5fgj",1494
"201808021153","8/2/2018 18:53","looking forward to being in the great state of pennsylvania where we had a tremendous victory in the election. will be campaigning hard for an original supporter lou barletta to replace a weak an ineffective senator bob casey. lou is tough and smart loves pa and our country!",1497
"201808012138","8/2/2018 4:38","congratulations to  @greggjarrett on the tremendous success of his just out book “the russia hoax the illicit scheme to clear hillary clinton &amp; frame donald trump.” already number one on amazon. hard work from a brilliant guy. it’s the real story of the rigged witch hunt!",1503
"201808011416","8/1/2018 21:16","“private payrolls boom in july increasing by 219000 vs 185000 estimate: adp” https://t.co/seu9kgpima",1505
"201808010856","8/1/2018 15:56","“we already have a smoking gun about a campaign getting dirt on their opponent it was hillary clinton. how is it ok for hillary clinton to proactively seek dirt from the russians but the trump campaign met at the russians request and that is bad?” marc thiessen washington post",1509
"201808010823","8/1/2018 15:23","“we already have a smocking gun about a campaign getting dirt on their opponent it was hillary clinton. how is it ok for hillary clinton to proactively seek dirt from the russians but the trump campaign met at the russians request and that is bad?” marc thiessen washington post",1511
"201808010701","8/1/2018 14:01","russian collusion with the trump campaign one of the most successful in history is a total hoax. the democrats paid for the phony and discredited dossier which was along with comey mccabe strzok and his lover the lovely lisa page used to begin the witch hunt. disgraceful!",1512
"201807291209","7/29/2018 19:09","...and the amazon washington post do nothing but write bad stories even on very positive achievements - and they will never change!",1548
"201807271747","7/28/2018 0:47","the only things the democrats do well is “resist” which is their campaign slogan and “obstruct.” cryin’ chuck schumer has almost 400 great american people that are waiting “forever” to serve our country! a total disgrace. mitch m should not let them go home until all approved!",1561
"201807251545","7/25/2018 22:45","sergio marchionne who passed away today was one of the most brilliant &amp; successful car executives since the days of the legendary henry ford. it was a great honor for me to get to know sergio as potus he loved the car industry and fought hard for it. he will be truly missed!",1593
"201807241739","7/25/2018 0:39","so sad and unfair that the fcc wouldn’t approve the sinclair broadcast merger with tribune. this would have been a great and much needed conservative voice for and of the people. liberal fake news nbc and comcast gets approved much bigger but not sinclair. disgraceful!",1602
"201807241215","7/24/2018 19:15","i want to thank the @vfwhq for your devotion to our fallen heroes unknown soldiers prisoners of war those missing in action and their families. #vfwconvention https://t.co/15ygfhcudr",1606
